Wall time,Step,Value
1778364842.9471858,175,0.1881081759929657
1778365287.1046546,176,0.19027400016784668
1778365731.8735523,177,0.18186315894126892
1778366176.3911698,178,0.1849934458732605
1778366620.08677,179,0.1809188425540924
1778367301.2452598,180,0.19247809052467346
1778367745.6707938,181,0.18154022097587585
1778368190.3705769,182,0.1782124936580658
1778368634.6988535,183,0.1844041645526886
1778369078.228383,184,0.17984327673912048
1778369763.3347006,185,0.1769290566444397
1778370207.817527,186,0.18218055367469788
1778370652.418857,187,0.17796233296394348
1778371097.0630903,188,0.17559288442134857
1778371541.7886894,189,0.1744682788848877
1778372218.9450924,190,0.17289380729198456
1778372664.060998,191,0.17000123858451843
1778373108.9473543,192,0.17142611742019653
1778373552.5810125,193,0.17859721183776855
1778373995.8805218,194,0.17403773963451385
1778374680.6761913,195,0.17212538421154022
1778375124.0904663,196,0.17558585107326508
1778375567.879541,197,0.17022931575775146
1778376012.1484334,198,0.16452103853225708
1778376456.1448247,199,0.16319485008716583
1778377135.230808,200,0.16755573451519012
1778377579.2000935,201,0.16319531202316284
1778378022.6550522,202,0.1624985933303833
1778378464.8522246,203,0.16642767190933228
1778378907.6820686,204,0.16007199883460999
1778379585.1451688,205,0.15806256234645844
1778380027.310859,206,0.16381661593914032
1778380469.6707437,207,0.15634877979755402
1778380912.0345535,208,0.15248775482177734
1778381354.4016142,209,0.15607361495494843
1778382030.0950665,210,0.15676501393318176
1778382472.8154566,211,0.1573619693517685
1778382915.2152228,212,0.151932030916214
1778383357.6564295,213,0.15254859626293182
1778383800.0129604,214,0.15441690385341644
1778384474.3356128,215,0.1573501080274582
1778384916.5819004,216,0.14945071935653687
1778385359.1107357,217,0.15421713888645172
1778385801.4636643,218,0.14705507457256317
1778386244.0588443,219,0.1518785059452057
1778386918.5430334,220,0.1476655751466751
1778387361.0852518,221,0.14828701317310333
1778387803.7568636,222,0.14894074201583862
1778388246.47934,223,0.1431923657655716
1778388689.2993748,224,0.1440456211566925
1778389367.6725338,225,0.1491335928440094
1778389810.7500672,226,0.1447834074497223
1778390253.9168324,227,0.14505702257156372
1778390697.122294,228,0.14283642172813416
1778391140.6646543,229,0.14633667469024658
1778391813.5417893,230,0.14425182342529297
1778392256.8490765,231,0.1392185240983963
1778392700.1441536,232,0.13837765157222748
1778393143.6046808,233,0.13815732300281525
1778393586.6803267,234,0.14444802701473236
1778394264.2302015,235,0.13722895085811615
1778394707.3106332,236,0.13259002566337585
1778395150.7602007,237,0.1306639313697815
1778395594.4296393,238,0.13635557889938354
1778396037.533229,239,0.1359282284975052
1778396709.5592432,240,0.13052916526794434
1778397153.2293837,241,0.13536903262138367
1778397596.7711275,242,0.12743552029132843
1778398040.075616,243,0.13249845802783966
1778398483.623179,244,0.13339579105377197
1778399154.5398633,245,0.12746867537498474
1778399597.867962,246,0.12902294099330902
1778400041.4562578,247,0.1287701427936554
1778400484.8594985,248,0.12874317169189453
1778400928.2640994,249,0.12999089062213898
1778401595.2300901,250,0.1284973919391632
1778402038.0160928,251,0.12613867223262787
1778402481.23886,252,0.12267397344112396
1778402924.6864552,253,0.12781262397766113
1778403367.9623046,254,0.1248731017112732
1778404039.1880982,255,0.12739285826683044
1778404482.5456338,256,0.1238018050789833
1778404926.0814977,257,0.12479802966117859
1778405369.5503407,258,0.12380679696798325
1778405812.5627778,259,0.12379200756549835
1778406484.503197,260,0.12340805679559708
1778406927.1987376,261,0.12158659845590591
1778407370.2317865,262,0.12214400619268417
1778407813.2559288,263,0.12471957504749298
1778408257.6746666,264,0.11930377781391144
1778408932.1245725,265,0.11911874264478683
1778409376.376772,266,0.11769367754459381
1778409820.6320662,267,0.12027090787887573
1778410264.9857047,268,0.11733607202768326
1778410710.1996834,269,0.1182193011045456
1778411393.722381,270,0.11561457067728043
1778411838.10989,271,0.11360477656126022
1778412281.610558,272,0.11355619132518768
1778412725.910505,273,0.1182185634970665
1778413170.4421208,274,0.1151677817106247
1778413843.5931048,275,0.1141454353928566
1778414288.7459688,276,0.11663924902677536
1778414734.1413405,277,0.1135411337018013
1778415179.848372,278,0.11355781555175781
1778415624.2567742,279,0.11261709779500961
1778416294.203258,280,0.11131598800420761
1778416737.9578018,281,0.11271205544471741
1778417181.9527366,282,0.110635906457901
1778417625.7584453,283,0.10943194478750229
1778418069.4859276,284,0.10722938179969788
1778418739.2297761,285,0.10832173377275467
1778419182.525324,286,0.10820507258176804
1778419625.2287524,287,0.10609118640422821
1778420068.5274708,288,0.10553897172212601
1778420511.7800214,289,0.10754938423633575
1778421179.1763902,290,0.10794371366500854
1778421622.5799747,291,0.10987907648086548
1778422066.097177,292,0.10991209000349045
1778422510.7620645,293,0.10340774804353714
1778422955.139826,294,0.10686526447534561
1778423625.606719,295,0.10122895240783691
1778424070.3589108,296,0.10315404087305069
1778424514.8487194,297,0.10607554018497467
1778424958.8869967,298,0.10542057454586029
1778425402.9714797,299,0.10597818344831467
1778426068.4519584,300,0.1013663038611412
1778426512.136087,301,0.10452604293823242
1778426955.9104438,302,0.1030631735920906
1778427400.1415937,303,0.10299751907587051
1778427844.0084667,304,0.10492468625307083
1778428508.95502,305,0.10087980329990387
1778428953.1037922,306,0.09871926158666611
1778429397.2101386,307,0.10171451419591904
1778429841.5500176,308,0.09912201017141342
1778430285.9321508,309,0.10286527872085571
1778430953.679032,310,0.0989454984664917
1778431397.9411643,311,0.09750014543533325
1778431842.4564734,312,0.09986735135316849
1778432286.5912864,313,0.09750396758317947
1778432730.990226,314,0.09461647272109985
1778433397.9355583,315,0.09741486608982086
1778433841.589331,316,0.09605590254068375
1778434285.3076944,317,0.09752573072910309
1778434729.119923,318,0.09907425940036774
1778435173.2516541,319,0.10145676136016846
1778435839.8377395,320,0.09520699828863144
1778436284.0053482,321,0.09649056941270828
1778436728.040041,322,0.09362471848726273
1778437172.4006104,323,0.0948084145784378
1778437616.5698023,324,0.09392142295837402
1778438283.4090402,325,0.09432779997587204
1778438727.3179169,326,0.09459225833415985
1778439171.3764129,327,0.09427303820848465
1778439615.693123,328,0.09546496719121933
1778440060.1733367,329,0.09268089383840561
1778440727.3036277,330,0.09469643980264664
1778441171.7750106,331,0.09168652445077896
1778441615.909956,332,0.09383522719144821
1778442059.8990614,333,0.09298145771026611
1778442504.00826,334,0.09166556596755981
1778443171.5464766,335,0.09002576768398285
1778443616.4256384,336,0.09111577272415161
1778444061.782746,337,0.08816348761320114
1778444508.5902457,338,0.09090440720319748
1778444955.2744994,339,0.0896698534488678
1778445628.3501623,340,nan
1778446074.3470254,341,0.08884172141551971
1778446520.3286366,342,0.0909089520573616
1778446967.009739,343,0.09064790606498718
1778447413.418738,344,0.08738195896148682
1778448079.4334493,345,0.09075844287872314
1778448525.4087255,346,0.08718754351139069
1778448971.3369503,347,0.09084335714578629
1778449416.807983,348,0.08690660446882248
1778449862.601315,349,0.09159667044878006
